"","tit","voto_IMDB","num_IMDB"
"13498","IL BRANCO ","6","687"
"13499","I SETTE AGHI D'ORO ","5.2","240"
"13500","DOLCE E SELVAGGIO ","6","35"
"13501","SAVANA VIOLENTA ","5.5","103"
"13502","LED ZEPPELIN: THE SONG REMAINS THE SAME ","7.6","6911"
"13503","FRANCES ",NA,NA
"13504","MC VICAR ","6.8","1625"
"13505","SBIRRI BASTARDI ","6.6","608"
"13506","GUERRE STRADALI ",NA,NA
"13507","HI RIDERS ","5.2","127"
"13508","Manidù - Uno squalo ribelle, un indigeno selvaggio, un fiore di ragazza ","4.6","169"
"13509","Blue Suede Shoes ","3.8","131"
"13510","IL PIANETA DEL TERRORE ","5.1","5315"
"13511","Vai killer! ","5.6","149"
"13512","Tango della perversione ","6.1","106"
"13513","Una storia dI Natale ","8","118464"
"13514","Porky's II: il giorno dopo ","4.9","9809"
"13515","Porky's - Questi pazzi pazzi porcelloni! ","6.2","34580"
"13516","Tribute - Serata d'onore ","6.4","557"
"13517","Assassinio su commissione ","7","4200"
"13518","La morte dietro la porta ","6.7","3699"
"13519","PUNTO DI ROTTURA ","5.8","229"
"13520","ZITTO QUANDO PARLI ","4.8","90"
"13521","JUKE BOX ","6.5","2543"
"13522","LA RAGAZZA DALLA PELLE DI CORALLO ",NA,NA
"13523","La vita è bella ","8.6","530996"
"13524","Il minestrone ","7.2","173"
"13525","DUE PEZZI DI PANE ","6.7","36"
"13526","Casotto ","6.5","521"
"13527","I cancelli del cielo ","6.8","11789"
"13528","Il cacciatore ","8.1","277482"
"13529","Il vizio ha le calze nere ","5.4","86"
"13530","NO ALLA VIOLENZA ","5.9","33"
"13531","Paulo Roberto cotechino centravanti di sfondamento ","4.8","227"
"13532","W la foca ","5.5","191"
"13533","L'ASSISTENTE SOCIALE TUTTO PEPE ","4.9","26"
"13534","La liceale il diavolo e l'Acquasanta ","5.1","133"
"13535","La soldatessa alle grandi manovre ","4.9","223"
"13536","La soldatessa alla visita militare ","5","158"
"13537","La dottoressa del distretto militare ","4.5","213"
"13538","IL GIOCO DELLA MELA ","6.9","210"
"13539","SUPERCOLPO DEI 5 DOBERMANN D'ORO ",NA,NA
"13540","LA PETROLIERA FANTASMA ","4.3","85"
"13541","DUE VOLTE DONNA ","6.8","18"
"13542","PIACEVOLI SOGNI DI CHEECH CHONG ","6.2","6348"
"13543","LA LUNGA NOTTE DI ENTEBBE ","6.1","912"
"13544","PANTERA ROSA SHOW ",NA,NA
"13545","Bim Bum Bam ",NA,NA
"13546","Bruce Lee la tigre ruggente colpisce ancora ",NA,NA
"13547","Ride bene... chi ride ultimo ","6.1","14"
"13548","Bel Ami 83 ","5.4","16838"
"13549","LE PORNOVOGLIE ","4","26"
"13550","Bruce Lee l'immortale campione ","5.7","25"
"13551","I SEGUACI DI BRUCE LEE ",NA,NA
"13552","LA TIGRE DI HONG KONG ","5","5"
"13553","LE FURIE UMANE DEL KUNG FU ","7.2","5221"
"13554","Gli scatenati campioni del karatè ","6.4","167"
"13555","La mano violenta del karate ","6.3","320"
"13556","Il padrino di Chinatown ","6.8","200"
"13557","L'INFERNO DEI MONGOLI ","6.7","243"
"13558","L'URLO DI BRUCE LEE TERRORIZZA ANCORA ","6.4","79"
"13559","L'EMULO DI BRUCE LEE ","6.5","11"
"13560","La più bella avventura di Lassie ","5.7","409"
"13561","Elliott, il drago invisibile ","6.4","20070"
"13562","LA STRANA SIGNORA DELLA GRANDE CASA ","4.4","191"
"13563","UNA PARTE DI PIACERE ",NA,NA
"13564","ROSSO NEL BUIO ","6.3","728"
"13565","Violette Nozière ","7.3","1785"
"13566","IL TURNO ","6.4","24"
"13567","IL MALATO IMMAGINARIO ","6.1","153"
"13568","Ritratto di borghesia in nero ","6.5","127"
"13569","IL MISTERO DELLA SINDONE ",NA,NA
"13570","GEPPO IL FOLLE ","6","53"
"13571","RAGIONE DI STATO ","6.9","86"
"13572","Autopsia di un mostro ","7.2","111"
"13573","LA LOCANDIERA ","6.1","98"
"13574","Atsalut pader ","8.5","8"
"13575","OLTRE LA PORTA ","4.8","158"
"13576","LA PELLE ","6.7","659"
"13577","Al di là del bene e del male ",NA,NA
"13578","Blue Movie ","5.2","269"
"13579","L'uomo la donna e la bestia ","6.4","265"
"13580","LE ROSE DI DANZICA ","5.7","7"
"13581","Piccole labbra ","5.7","447"
"13582","L'ULTIMA COPPIA SPOSATA ","5.3","504"
"13583","Africa dolce e selvaggia ","5.8","83"
"13584","Addio ultimo uomo ","6","63"
"13585","Segni particolari: bellissimo ","5.9","516"
"13586","Attila flagello di Dio ","6.5","1343"
"13587","Grand Hotel Excelsior ","5.8","906"
"13588","Mia moglie è una strega ","6","489"
"13589","Mani di velluto ","6.5","748"
"13590","Zio Adolfo in arte Führer ","5.4","248"
"13591","Nerone ","4.9","42"
"13592","Love Streams - Scia d'amore ","7.8","4068"
"13593","Gloria - Una notte d'estate ","7.1","7109"
"13594","L'assassinio di un allibratore cinese ","7.5","9124"
"13595","LA MOGLIE DI MIO PADRE ","5.4","101"
"13596","L'APPUNTAMENTO ","6.2","53"
"13597","DONNA... COSA SI FA PER TE ","4.4","5"
"13598","Una moglie ","8.2","17370"
"13599","La sera della prima ","8.1","7322"
"13600","LONTANO DA DOVE ","7.2","20"
"13601","UNA MAGNUM PER MCQUADE ","6.4","9416"
"13602","TRIADE CHIAMA CANALE 6 ","5.5","3105"
"13603","SEI UOMINI D'ACCIAIO ",NA,NA
"13604","Quella sporca ultima notte ","5.7","2354"
"13605","Ride bene... chi ride ultimo ","6.1","14"
"13606","Intrepid ","7","138"
"13607","JACK LONDON STORY ","5.2","104"
"13608","TRUCK DRIVERS ","5.2","380"
"13609","Class ","5.9","8589"
"13610","I giorni impuri dello straniero ","6.3","1011"
"13611","I GUERRIERI DEL TERRORE ","5.3","48"
"13612","IL MASSACRO DELLA GUYANA ","5.2","381"
"13613","CYCLONE ","4.4","756"
"13614","Scimmia bianca - Il re della foresta ","5.4","53"
"13615","IL TRIANGOLO DELLE BERMUDE ","6.6","7967"
"13616","TINTORERA ","4.1","888"
"13617","HOLLYWOOD DISCOTHEQUE ","5.5","35"
"13618","California 436 ","5.8","30"
"13619","UN'OMBRA NELL'OMBRA ","4.7","195"
"13620","QUARTETTO BASILEUS ","7.5","73"
"13621","Christine la macchina infernale ","6.7","61086"
"13622","La cosa ","8.1","320544"
"13623","Fog ","6.8","55554"
"13624","Distretto 13: le brigate della morte  ","7.4","38009"
"13625","ELVIS, IL RE DEL ROCK ","7.1","2918"
"13626","Halloween - La notte delle streghe ","7.8","198564"
"13627","Zero in condotta ","7.4","856"
"13628","Pierino medico della SAUB ","4.7","137"
"13629","TUTTA DA SCOPRIRE ","4.3","48"
"13630","Mia moglie torna a scuola ","4.6","105"
"13631","I CARABBIMATTI ","4.3","26"
"13632","PRESTAMI TUA MOGLIE ","4.8","45"
"13633","L'insegnante balla...con tutta la classe ","4.8","154"
"13634","TESTE DI QUOIO ","4.6","35"
"13635","Bollenti spiriti ","5.3","51"
"13636","ODIO LE BIONDE ","6.5","55"
"13637","Aragosta a colazione ","5.8","166"
"13638","Io tigro, tu tigri, egli tigra ","5.6","210"
"13639","PANE, BURRO E MARMELLATA ","5.3","62"
"13640","Bruciati da cocente passione ","5.9","47"
"13641","Delitto Carnale ","5.2","54"
"13642","Il romanzo di un giovane povero ","6.2","22"
"13643","L'ultima orgia del III Reich ","4.4","1056"
"13644","Il mio primo uomo ","5","38"
"13645","GENERAZIONE PROTEUS ","6.3","7117"
"13646","LE LUNGHE VACANZE DEL '36 ","6.5","124"
"13647","PIRANA PAURA ","3.6","6756"
"13648","Amore tossico ","7.2","835"
"13649","LA MALAVITA ATTACCA LA POLIZIA RISPONDE ","5.8","44"
"13650","Napoli spara ","6.4","219"
"13651","FIGLIO MIO SONO INNOCENTE ",NA,NA
"13652","LA CLINICA DELL'AMORE ","5.5","365"
"13653","IFIGENIA ","7.8","1319"
"13654","PORNO REVOLUTION ","7.2","2044"
"13655","Bel Ami il mondo delle donne ","4.6","7"
"13656","Li troverò ad ogni costo ","6.3","608"
"13657","IL PORNOGRAFO ","6.3","1270"
"13658","FORT BRONX ","6.4","570"
"13659","TESTE CALDE E TANTA FIFA ","6.1","1020"
"13660","UNA VIOLENTA DOLCE ESTATE ","6.7","178"
"13661","ORGASMO BIANCO ","5.9","42"
"13662","TERRORE A 12 MILA METRI ","5.5","220"
"13663","Uomo d'acciaio ","7.4","19462"
"13664","LA MOGLIE DEL PROFESSORE ","6.9","110"
"13665","IL BUIO INTORNO A MONICA ","5.6","89"
"13666","Prime tentazioni ","6.3","65"
"13667","MI PORTI A CENA FUORI QUESTA SERA? ","6.8","49"
"13668","DELITTI, AMORE E GELOSIA ","4.5","6"
"13669","NEL VILLAGGIO DEI SOGNI ","7.4","46"
"13670","ESPLORATORI DELLA GRANDE TAIGA ","7.1","120"
"13671","CIAO NORMA JEAN ","2.7","239"
"13672","ZANNA BIANCA E IL GRANDE KID ","4.8","9"
"13673","IL BUON SOLDATO ","6.9","7"
"13674","Quell'oscuro oggetto del desiderio ","8","17758"
"13675","I BAGNI DEL SABATO NOTTE ","4.9","323"
"13676","Dimenticare Venezia ","7.1","240"
"13677","LE EVASE - STORIE DI SESSO E DI VIOLENZE ","5.2","190"
"13678","WINSTANLEY ","7.2","267"
"13679","Obiettivo mortale ","5.8","1492"
"13680","La pazza storia del mondo ","6.9","41791"
"13681","Alta tensione ","6.8","61633"
"13682","MOGLIE NUDA E SICILIANA ","6.3","15"
"13683","L'ultima follia di Mel Brooks ","6.7","14556"
"13684","TU ACCENDI LA MIA VITA ","4.6","520"
"13685","Voglia di tenerezza ","7.4","48044"
"13686","MASOCH ","5.6","34"
"13687","DOGS ","8.4","523"
"13688","Urban Cowboy ","6.3","11648"
"13689","Sindrome cinese ","7.4","23646"
"13690","PRIGIONIERO DEL PASSATO ","6.9","378"
"13691","Risky Business - Fuori i vecchi...I figli ballano ","6.8","71788"
"13692","SIMON ","5.2","67140"
"13693","VIVERE ALLA GRANDE ","7.2","2578"
"13694","L'argent ","7.5","6800"
"13695","IL DIAVOLO PROBABILMENTE... ","7.3","2872"
"13696","Laura... a sedici anni mi dicesti si ",NA,NA
"13697","LA BESTIA NELLO SPAZIO ",NA,NA
"13698","Giuramento ","6.4","30"
"13699","Tradimento ","7.1","342"
"13700","Zappatore ","5.9","61"
"13701","I figli... so' pezzi 'e core ","4.3","40"
"13702","Napoli Palermo New York: il triangolo della camorra ","5.6","27"
"13703","Carcerato ","5.6","37"
"13704","La tua vita per mio figlio ","6.3","16"
"13705","Napoli... la camorra sfida e la città risponde ",NA,NA
"13706","I contrabbandieri di Santa Lucia ","5.6","67"
"13707","LO SCUGNIZZO ","4.9","14"
"13708","Amori, letti e tradimenti ","5","23"
"13709","Il mammasantissima ","6","28"
"13710","Napoli... serenata calibro 9 ","6","83"
"13711","L'ultimo guappo ","6.5","15"
"13712","LA GUERRA DEI ROBOT ","2.7","616"
"13713","FRITTATA ALL'ITALIANA ","4.8","6"
"13714","COSMO 2000 - BATTAGLIE NEGLI SPAZI STELLARI ",NA,NA
"13715","SUPERUOMINI, SUPERDONNE, SUPERBOTTE ","4.9","200"
"13716","Anno zero - guerra nello spazio ","2.8","685"
"13717","Sangue di sbirro ","5.4","73"
"13718","MOVIMENTI NOTTURNI ","5.5","145"
"13719","Caccia alla strega ","6.3","37"
"13720","L'eredità ",NA,NA
"13721","IL VANGELO SECONDO SAN FREDIANO ",NA,NA
"13722","Atti impuri all'italiana ","3.5","24"
"13723","La chiave ","5.5","2139"
"13724","Caligola ","5.3","30645"
"13725","Action ","8.3","1303"
"13726","LA CHIAVE DELL'AMORE ","4","76"
"13727","92 Minuti in un' altra città ",NA,NA
"13728","Ride bene... chi ride ultimo ","6.1","14"
"13729","I SOGNI DEL SIGNOR ROSSI ","6.6","112"
"13730","Allegro non troppo ","7.5","2374"
"13731","KISS GAMES ","5.2","2758"
"13732","IL GUERRIERO DEL RING ","4.4","234"
"13733","LA CALDA BESTIA ","5.7","87"
"13734","La vedova del trullo ","4.7","39"
"13735","VOGLIA DI DONNA ","5","51"
"13736","La moglie dell'amico è sempre più buona ","3.5","12"
"13737","LA PUNETA ","4","21"
"13738","LA NOTTE ROSSA DEL FALCO ","5.6","14"
"13739","La signora ha fatto il pieno ","4.5","25"
"13740","LE NOTTI DI SATANA ","5.2","586"
"13741","EVIRATION BRAMOSIA DEI SENSI ","6.9","71"
"13742","NEL PROFONDO DEL DELIRIO ","6.3","708"
"13743","Lulù ","6.2","9"
"13744","TRE DONNE IMMORALI? ","5.5","515"
"13745","Interno di un convento ","5.1","887"
"13746","IL MARGINE ","5.5","431"
"13747","Storia di un peccato ","6.2","463"
"13748","I RACCONTI IMMORALI DI BOROWCZYK ","5.7","3241"
"13749","LOVE SENSATION ","2.9","36"
"13750","Excalibur ","7.4","52455"
"13751","IL TRIANGOLO D'ORO ","4.6","23"
"13752","NOTTURNO ","8.3","94"
"13753","FURIA E LE AMAZZONI ","4.7","51"
"13754","I dieci giorni che sconvolsero il mondo ","6.8","112"
"13755","Messico in fiamme ","6.5","138"
"13756","L'ALBERO DELLA MALDICENZA ",NA,NA
"13757","La storia vera della signora delle camelie ",NA,NA
"13758","Dove vai in vacanza? ","6.4","349"
"13759","Lo sceicco la vede così ",NA,NA
"13760","Gran bollito ","6.5","264"
"13761","L'eredità Ferramonti ",NA,NA
"13762","SERPENTE A SONAGLI ","4.5","111"
"13763","Alzati spia ","6.6","662"
"13764","IL GIUDICE D'ASSALTO ","7.1","506"
"13765","Un taxi color malva ","6.7","469"
"13766","Con mia moglie è tutta un'altra cosa ","4.9","28"
"13767","Amori vizi e depravazioni di Justine ","4.4","364"
"13768","...E tutti risero ","6.4","1934"
"13769","SAINT JACK ","7.1","1170"
"13770","Vecchia America ","6.3","1732"
"13771","Finalmente arrivò l'amore ","5","956"
"13772","IRACEMA ","7.2","256"
"13773","COME UNA CAGNA IN CALORE ","5.8","33"
"13774","L'INSAZIABILE ","7","33640"
"13775","FEBBRE DI DONNA ",NA,NA
"13776","Brisby e il segreto di NIMH ","7.6","32052"
"13777","PREPARATE I FAZZOLETTI ","6.9","3033"
"13778","LA NONA CONFIGURAZIONE ","7.1","5254"
"13779","INTIME RELAZIONI ","6.4","663"
"13780","SEXY MANIE DI UNA MOGLIE ",NA,NA
"13781","Un uomo, una donna e una banca ","5.5","314"
"13782","Safari senza ritorno ","2.7","321"
"13783","REPORTAGE DI GIOVANI MODELLE IN UN ATELIER SVEDESE ","4.9","13"
"13784","LA MIA GUARDIA DEL CORPO ","7.1","7820"
"13785","LA CHIAMAVANO BILBAO ","6.4","431"
"13786","SOLAMENTE NERO ","6.4","1147"
"13787","IL GATTO DAGLI OCCHI DI GIADA ","5.9","672"
"13788","Super Andy il fratello brutto di Superman ","5.4","24"
"13789","Capitolo secondo ","5.9","885"
"13790","I GUAPPI NON SI TOCCANO ","4.5","25"
"13791","PROVINCIA VIOLENTA ","3.8","81"
"13792","LA BANDA VALLANZASCA ","6","41"
"13793","NAPOLI: I 5 DELLA SQUADRA SPECIALE ","4.7","14"
"13794","LA CAMERIERA NERA ","4.8","33"
"13795","UN'OMBRA NEL BUIO ","5.8","1628"
"13796","Malabimba ","6.4","15"
"13797","Blue Erotik Movie ","4.1","8"
"13798","VIENI VIENI... VOGLIO FARE L'AMORE CON TE ",NA,NA
"13799","Non è perché non si ha nulla da dire che si deve star zitti ","5.5","283"
"13800","IL CASO DEL DR GAILLAND ","6.1","142"
"13801","Tuttobenigni ",NA,NA
"13802","Oggetti smarriti ","7.8","18"
"13803","Berlinguer ti voglio bene ","6.9","761"
"13804","La tragedia di un uomo ridicolo ","6.7","713"
"13805","La luna ","6.6","3767"
"13806","Novecento ","7.7","19836"
"13807","SUOR OMICIDI ","5.1","1244"
"13808","NOI SIAM COME LE LUCCIOLE ",NA,NA
"13809","E io mi gioco la bambina ","6.3","1148"
"13810","CRAZY HORSE ","6.4","343"
"13811","IL DISERTORE ","6.6","224"
"13812","IL REDUCE ","5.7","102"
"13813","JOY ",NA,NA
"13814","CORRI COME IL VENTO KIKO ","5.7","6"
"13815","PORCO MONDO ","5.5","43"
"13816","TAXI LOVE, SERVIZIO PER SIGNORA ","6.7","10"
"13817","LA SPOSINA ","4.6","27"
"13818","IL COMPROMESSO EROTICO ","4.4","12"
"13819","Dopo la prova ","7.5","1772"
"13820","Fanny e Alexander ","8.1","50669"
"13821","Un mondo di marionette ","7.5","3016"
"13822","Sinfonia d'autunno ","8.3","20055"
"13823","L'uovo del serpente ","6.7","4482"
"13824","Il flauto magico ","7.8","3680"
"13825","PARADISO BLU ","4.3","31"
"13826","JEANS DAGLI OCCHI ROSA ","5","928"
"13827","Tender Mercies - Un tenero ringraziamento ","7.4","8257"
"13828","ESECUZIONE DI UN EROE ","7.9","11065"
"13829","SQUADRA SPECIALE 44 MAGNUM ","6.4","353"
"13830","Ad ovest di Paperino ","6.5","288"
"13831","Una lama nel buio ","6.1","3448"
"13832","Kramer contro Kramer ","7.8","114901"
"13833","L'occhio privato ","7","1901"
"13834","EDNGAME BRONX LOTTA FINALE ","5.3","692"
"13835","UNO SBIRRO DALLA FACCIA D'ANGELO ",NA,NA
"13836","Tu mi turbi ","6.7","510"
"13837","Argos il fantastico superman ","6.3","9"
"13838","PRIMAVERA CARNALE ","5.7","103"
"13839","L'amour violé ","6.4","131"
"13840","Gli occhi, la bocca ","6.1","159"
"13841","Salto nel vuoto ","6.4","179"
"13842","IL GABBIANO ","6.5","28"
"13843","Bionda fragola ","7.4","2735"
"13844","SPEED INTERCEPTOR III ","5.6","140"
"13845","I GIORNI ROVENTI DEL POLIZIOTTO BUFORD ","6.2","968"
"13846","IL COLOSSO DI FUOCO ","5.3","208"
"13847","L'UNGHIA E IL DENTE ","6.4","18"
"13848","LO SPECCHIO DEL DESIDERIO ","6.1","1132"
"13849","DIVA ","6.4","69166"
"13850","RUE BARBARE ","5.5","425"
"13851","La storia dell'omino più divertente del mondo ","6.2","47"
"13852","L'ESTATE ASSASSINA ","7.4","3666"
"13853","Il campo di cipolle ","6.9","4066"
"13854","Reds ","7.4","18706"
"13855","Il Paradiso può attendere ","6.9","16438"
"13856","Shock ","6.7","4677"
"13857","La casa con la scala nel buio ","6","2448"
"13858","MACABRO ","6.1","1762"
"13859","L'usignolo e l'allodola ","4.8","209"
"13860","I PALADINI - STORIA D'ARMI E D'AMORI ","6","485"
"13861","Fermi tutti! È una rapina ",NA,NA
"13862","STUPRO SELVAGGIO ","4.1","1096"
"13863","RITORNO DALL'INFERNO ","6.6","20"
"13864","Cannonball ","5.5","3837"
"13865","Giro girotondo... con il sesso è bello il mondo ","3.5","12"
"13866","DETECTOR ","5.5","660"
"13867","Gabriela ","6.4","858"
"13868","Dona Flor e i suoi due mariti ","7.1","2003"
"13869","FOTO RICORDO ","5.2","18"
"13870","PENSIONE PAURA ","6.6","403"
"13871","Desideria, la vita interiore ","4.5","137"
"13872","Nati con la camicia ","7.2","7586"
"13873","Ciao nemico ","5.6","94"
"13874","I due superpiedi quasi piatti ","7.2","8962"
"13875","CRASH L'IDOLO DEL MALE ","4.6","226"
"13876","MAI GRIDARE AL LUPO ","7.6","6925"
"13877","Black Stallion ","7.4","10324"
"13878","RAGAZZE A PAGAMENTO ","5.2","6"
"13879","STARK SYSTEM ","8","12"
"13880","Amo non amo ","5.3","32"
"13881","IL TESORO DELLE 4 CORONE ","4","442"
"13882","La compagna di viaggio ","4.9","69"
"13883","LA RAGAZZA DEL VAGONE LETTO ","5.1","312"
"13884","LA SELVAGGIA ",NA,NA
"13885","L'INQUILINA DEL PIANO DI SOPRA ","6.4","22"
"13886","NOVE OSPITI PER UN DELITTO ","6.2","210"
"13887","A chi tocca tocca...! ",NA,NA
"13888","Che dottoressa ragazzi! ","4.7","50"
"13889","I PECCATI DI UNA MONACA ","5.6","18"
"13890","FIRE AND ICE - FUOCO E GHIACCIO ","6.6","8030"
"13891","American Pop ","7.2","3754"
"13892","Il Signore degli Anelli ","6.2","27052"
"13893","Attenti a quei due... ancora insieme ",NA,NA
"13894","CONFLITTO FINALE ","5.6","16335"
"13895","La corsa più pazza del mondo ","6.3","3133"
"13896","Ode a Billy Joe ","6.5","1269"
"13897","Wargames - Giochi di guerra ","7.1","81500"
"13898","Tuono blu ","6.4","14532"
"13899","Di chi è la mia vita? ","7.3","2421"
"13900","Dracula ","7.5","168942"
"13901","La febbre del sabato sera ","6.8","62737"
"13902","Pixote, la legge del più debole ","8","5570"
"13903","Ballando lo slow nella grande città ",NA,NA
"13904","UN UOMO DA BUTTARE ","5.9","799"
"13905","Rocky ","8.1","457878"
"13906","PROFESSORESSA FACCIAMO L'AMORE ","4.8","752"
"13907","ZEDER ","6.3","1576"
"13908","UNA GITA SCOLASTICA ","7.2","226"
"13909","Aiutami a sognare ","6","26"
"13910","LE STRELLE NEL FOSSO ","7.1","58"
"13911","Tutti defunti... tranne i morti ","6.1","203"
"13912","CUGINE MIE ","5.5","22"
"13913","LA VILLA DELLE ANIME MALEDETTE ","3.6","101"
"13914","TORINO VIOLENTA ","4.9","130"
"13915","Gandhi ","8.1","202888"
"13916","MAGIC ",NA,NA
"13917","Quell'ultimo ponte ","7.4","46029"
"13918","Time Is on Our Side: The Rolling Stones ","6.5","588"
"13919","Oltre il giardino ","8","59164"
"13920","Tornando a casa ","7.3","10918"
"13921","Questa terra è la mia terra ","7.3","4232"
"13922","Mafù - Una terrificante storia d'amore ","5.8","350"
"13923","Anche il sesso è un affare di stato ","6.1","77"
"13924","LA MIA BRILLANTE CARRIERA ","7.3","3009"
"13925","FLIPPAUT ","6.9","938"
"13926","I GLADIATORI DELL'ANNO 3000 ","3.8","1195"
"13927","QUELLA PAZZA FAMIGLIA FIKUS ","5.5","320"
"13928","TENEBRE ","6.2","100888"
"13929","IL GRANDE PERDONO ","5.7","512"
"13930","'F.F.S.S.', cioè:... che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene? ","6.1","244"
"13931","Il Pap'occhio ","6.8","343"
"13932","Cambio di sesso ","6.6","187"
"13933","Gorky Park ","6.8","10993"
"13934","Chiamami Aquila ","6.2","4151"
"13935","La ragazza di Nashville ","7.5","14789"
"13936","Il segreto di Agatha Christie ","6.3","2478"
"13937","IL RACKET DEI SEQUESTRI ","6.5","432"
"13938","Identificazione di una donna ","6.8","2305"
"13939","Il mistero di Oberwald ","6.4","677"
"13940","I soliti ignoti colpiscono ancora ","5","29"
"13941","Casanova E Company ","4.7","310"
"13942","LA GUERRA DEL FUOCO ","7.4","18672"
"13943","IL FILM PIRATA ","5.1","3716"
"13944","Alessandro il grande ","7.6","666"
"13945","LA RECITA ","8","2897"
"13946","LANGUIDI BACI... PERFIDE CAREZZE ","6.7","21"
"13947","EL MACHO ","6.3","11648"
"13948","NIKLAS NEL PAESE DELLE STRAVAGANZE ","5.8","22"
