"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"Paradise Police ";"3.47";"2018";" Animazione";" USA";" 27 Min";" Bento Box Animation, Odenkirk Provissiero Entertainment";" In Lavorazione";" David Herman, Tom Kenny, Sarah Chalke, Kyle Kinane, Cedric Yarbrough";"                                            In una remota cittadina piena di debosciati lussuriosi dal grilletto facile e drogati, e questi sono solo i poliziotti, la giovane recluta Kevin Crawford entra nel malandato e inefficiente corpo di polizia guidato da suo padre, il capitano Randall Crawford, mentre gli agenti si concentrano su un caso di narcotraffico, tra liti varie e tanta droga."
"L'uomo nell'alto castello ";"3.97";"2015";" Drammatico";" USA";" 55 Min";" Amazon Studios, Scott Free Productions";" In Lavorazione";" Alexa Davalos, Rupert Evans, Luke Kleintank, DJ Qualls, Cary-Hiroyuki Tagawa, Rufus Sewell, Joel de la Fuente, Brennan Brown, Bella Heathcote";"                                            America, 1962. I nazisti hanno vinto la Seconda Guerra Mondiale e ciò che resta degli Stati Uniti è diviso in aree controllate da Germania e Giappone. A San Francisco, una giovane donna di nome Juliana Crain entra in possesso di una bobina di pellicola dal contenuto scioccante, qualcosa che ispira idee molto pericolose. A New York, il 27enne Joe Blake, una spia nazista che lavora per l'Obergruppenführer John Smith, entra in contatto con alcuni membri della resistenza, i quali gli affidano un carico da trasportare a Cañon City, città nello Stato delle Montagne Rocciose raggiunta anche da una Juliana in cerca di risposte dopo l'assassinio della sorellastra. Nel frattempo, preoccupato per le tensioni politiche tra Germania e Giappone, il ministro del commercio giapponese Nobusuke Tagomi incontra segretamente l'ufficiale nazista Rudolph Wegener per discutere del futuro dei due Paesi una volta che l'anziano Adolf Hitler sarà morto."
"FBI ";"3.83";"2018";" Drammatico";" USA";" 43 Min";" CBS Television Studios, Universal Television";" In Lavorazione";" Missy Peregrym, Jeremy Sisto, Zeeko Zaki, Ebonée Noel, Sela Ward";"                                            Attraverso il punto di vista dell'agente speciale Maggie Bell, scopriamo i meccanismi interni dell'ufficio di New York del Federal Bureau of Investigation, dove lei e i suoi colleghi altrettanto altamente qualificati ricorrono ai rispettivi talenti e competenze per indagare con tenacia su casi di estrema priorità che hanno a che fare con il terrorismo, il crimine organizzato e il controspionaggio, al fine di tenere la città e il Paese al sicuro."
"New Amsterdam ";"4.21";"2018";" Drammatico";" USA";" 43 Min";" Universal Television";" In Lavorazione";" Ryan Eggold, Freema Agyeman, Janet Montgomery, Jocko Sims, Tyler Labine, Anupam Kher";"                                            Il brillante e affascinante Dott. Max Goodwin è il nuovo direttore sanitario di uno degli ospedali pubblici più antichi e rinomati del Paese, oggi non più l'istituzione che rappresentava un tempo. Un dottore dall'approccio anticonformista, Goodwin lotta per impedire alla burocrazia di interferire con la cura del paziente, determinato a riportare l'ospedale al suo vecchio splendore attraverso terapie innovative ed eccezionali. Lui non accetta un \"no\" come risposta e non si ferma davanti a nulla per rimettere in sesto una struttura a corto di fondi e di personale, conosciuta come l'unica al mondo in grado di curare malati di Ebola, prigionieri di Rikers Island e il Presidente degli Stati Uniti d'America allo stesso tempo."
"God Friended Me ";"3.8";"2018";" Drammatico";" USA";" 43 Min";" Warner Bros. Television";" In Lavorazione";" Brandon Micheal Hall, Violett Beane, Suraj Sharma, Javicia Leslie, Joe Morton";"                                            Miles Finer, un giovane ateo senza peli sulla lingua, vede la sua vita stravolta quando Dio gli chiede l'amicizia su Facebook e, senza volerlo, diventa un vettore di cambiamento nelle vite e nei destini delle persone intorno a lui. Intelligente, ottimista e pieno di speranza, a causa delle sue vedute, Miles ha un rapporto difficile con suo padre, il Reverendo Arthur Finer, da 25 anni l'amato predicatore di una chiesa di Harlem. Unitosi a Cara Bloom, una giornalista online alle prese con il blocco dello scrittore, i due si ritrovano a indagare sui suggerimenti degli amici di Dio, aiutando inavvertitamente gli altri che ne hanno bisogno lungo il percorso."
"Roswell, New Mexico ";"4";"2019";" Fantascienza";" USA";" 40 Min";" Amblin Television, CBS Television Studios, Warner Bros. Television";" In Lavorazione";" Jeanine Mason, Nathan Parsons, Lily Cowles, Michael Vlamis, Tyler Blackburn, Michael Trevino, Heather Hemmens, Karan Oberoi";"                                            Sedici anni dopo la conclusione della serie di culto Roswell, basata sulla saga letteraria Roswell High di Melinda Metz, The CW porta in tv il remake Roswell, New Mexico. La nuova versione, ovviamente ambientata nella città degli Stati Uniti divenuta celebre per i numerosi avvistamenti UFO, segue le vicende di Liz Ortecho (Jeanine Mason), una ricercatrice scientifica, figlia di immigrati clandestini, che tornando nella sua città natale scopre una scioccante verità: il suo amore adolescenziale, Max (Nathan Parsons), è in realtà un alieno e ha tenuto nascoste al mondo le sue abilità ultraterrene per tutto questo tempo. Legati da questo segreto, i due si riavvicinano e cercano insieme di scoprire le origini di Max, ma a seguito di un violento attacco di oscura matrice, viene alla luce un progetto governativo top secret per smascherare i numerosi extraterrestri residenti sul pianeta. Questa spietata caccia mette a rischio la copertura di Max e minaccia di interrompere sul nascere un'intensa storia d'amore. Nel cast troviamo anche Tyler Blackburn, Michael Trevino e Heather Hemmens."
"Magnum P.I. ";"3.85";"2018";" Drammatico";" USA";" 42 Min";" CBS Television Studios, Universal Television";" In Lavorazione";" Jay Hernandez, Perdita Weeks, Stephen Hill, Zachary Knighton, Tim Kang";"                                            Thomas Magnum è un decorato ex Navy SEAL che, tornato alle Hawaii dall'Afghanistan, impiega le sue conoscenze militari per risolvere casi come investigatore privato. Un'affascinante canaglia con le chiavi della sua Ferrari d'epoca in una mano e gli occhiali da sole nell'altra, Magnum vive nel cottage per gli ospiti della lussuosa tenuta dove lavora come consulente della sicurezza per arrotondare. Il \"maggiordomo\" della proprietà, Juliet Higgins, è una splendida e autorevole ex agente dell'MI6 il cui secondo lavoro è invece quello di tenere in riga Magnum, con l'aiuto dei suoi due dobermann se necessario. Quando ha bisogno di supporto su un caso, Magnum è solito rivolgersi ai fidati amici e veterani della Marina Theodore 'TC' Calvin, un ex pilota di elicotteri che ora gestisce un'attività di tour in aeromobile, e Orville 'Rick' Wright, un ex mitragliere diventato il proprietario del nightclub più in voga di Oahu. Inizialmente sospettoso dell'atteggiamento disinvolto di Magnum, il detective Gordon Katsumoto si rende conto velocemente che lui e l'investigatore sono molto più simili di quanto nessuno dei due voglia ammettere."
"The Fix ";"3.5";"2019";" Drammatico";" USA";" 42 Min";" ABC Studios";" In Lavorazione";" Robin Tunney, Adewale Akinnuoye-Agbaje, Adam Rayner, Merrin Dungey, Breckin Meyer, Marc Blucas, Mouzam Makkar, Alex Saxon, Scott Cohen";"                                            Scritta da Elizabeth Craft, Sarah Fain e Marcia Clark, The Fix è un legal drama di ABC con protagonista Robin Tunney (The Mentalist, Prison Break). L'attrice interpreta l'avvocato Maya Travis, che, dopo aver perso una causa contro un famoso attore di Los Angeles accusato di duplice omicidio, si ritrova senza lavoro e decide di trasferirsi in Oregon per allontanarsi dalla stampa e dal caos della città. Otto anni dopo, lo stesso attore che le ha rovinato la carriera viene nuovamente accusato di omicidio e per lei si prospetta una nuova occasione per fare giustizia. Riuscirà a incriminarlo nel rispetto delle regole o giocherà sporco pur di farlo andare dietro le sbarre? Nel cast troviamo anche Adewale Akinnuoye-Agbaje (Lost, Il Trono di Spade), Merrin Dungey (Big Little Lies, The Resident), Marc Blucas (Buffy) e Scott Cohen (Una mamma per amica)."
"The Kids Are Alright ";"2.3";"2018";" Commedia";" USA";" 21 Min";" ABC Studios";" In Lavorazione";" Michael Cudlitz, Mary McCormack, Sam Straley, Caleb Foote, Sawyer Barth, Christopher Paul Richards, Jack Gore, Andy Walken, Santino Barnard";"                                            Ispirata dall'infanzia dello scrittore e produttore esecutivo Tim Doyle, The Kids Are Alright è una comedy familiare ambientata nell'America degli Anni '70, dietro le mura di casa Cleary, una tradizionale famiglia cattolica irlandese. Mike (Michael Cudlitz) e Peggy (Mary McCormack) stanno crescendo i loro otto ragazzi in un sobborgo di Los Angeles, affrontando ogni nuovo ostacolo insieme, tuttavia riuscendo a stento a tenere tutto sotto controllo. Ma quando Lawrence (Sam Straley), il figlio maggiore, torna a casa annunciando di voler abbandonare il seminario per \"salvare il mondo\", la vita di tutti i Cleary cambia improvvisamente. La serie vede protagonisti, oltre ai già citati, Caleb Martin Foote (American Horror Story) e Sawyer Barth (The Knick)."
"Sorry For Your Loss ";"4";"2018";" Commedia";" USA";" 30 Min";" Big Beach TV";" In Lavorazione";" Elizabeth Olsen, Kelly Marie Tran, Jovan Adepo, Mamoudou Athie, Janet McTeer";"                                            Quando si perde qualcuno che si ama, come si trova il modo di andare avanti? La morte improvvisa di suo marito, sconvolge e cambia per sempre l'esistenza della giovane Leigh Shaw, così come ogni sua altra relazione. Sopraffatta dal dolore, Leigh scopre piano a piano che c'era molto di suo marito che non sapeva mentre si riconnette con i suoi vecchi amici e gli altri legami del suo passato."
"L'amica geniale ";"4.15";"2018";" Drammatico";" Italia";" 60 Min";" Fandango, Wildside";" In Lavorazione";" Elisa Del Genio, Ludovica Nasti, Margherita Mazzucco, Gaia Girace, Anna Rita Vitolo, Luca Gallone, Imma Villa, Antonio Milo, Alessio Gallo";"                                            Una donna ormai anziana, Elena Greco scopre che l'amica più importante della sua vita, Raffaella 'Lila' Cerullo, sembra sia scomparsa senza lasciare tracce. Una scrittrice che vive in una casa piena di libri, Elena accende il suo computer e inizia a scrivere la storia della sua amicizia burrascosa con Lila, nata sui banchi di scuola negli Anni '50. Ambientato in una Napoli pericolosa e affascinante, inizia così un racconto che copre oltre sessant'anni di vita e che tenta di svelare il mistero di Lila, l'amica geniale di Elena, la sua migliore amica, ma anche la sua peggiore nemica."
"Elite ";"3.98";"2018";" Drammatico";" Spagna";" 50 Min";" Zeta Ficción";" In Lavorazione";" Danna Paola, Miguel Herrán, María Pedraza, Itzan Escamilla, Miguel Bernardeau, Jaime Lorente, Álvaro Rico, Arón Piper, Mina El Hammani";"                                            Scritta da Carlos Montero (Fisica o chimica) e Darío Madrona, Elite è un racconto di crescita personale, relazioni, lotte tra classi sociali diverse, amore e un caso da risolvere. La serie, un teen drama dai toni crime e le sfumature thriller, trova il suo fulcro ne Las Encinas, la scuola più privilegiata della Spagna, nella quale studiano esclusivamente i figli delle famiglie più agiate, l'élite appunto. Questo equilibrio si incrina quando, a seguito di un terremoto che ha distrutto la loro scuola, tre ragazzi della classe operaia sono assegnati a Las Encinas. Il loro arrivo nell'esclusivo liceo fa scattare una lotta di classe, che unita ai divari sociali e ai classici problemi adolescenziali, sfocia in un omicidio. La serie targata Netflix vede tra le file del suo cast le star de La casa di carta María Pedraza, Miguel Herrán e Jaime Lorente, che recitano accanto ad altri giovani volti dello schermo."
"The Enemy Within ";"3";"2018";" Drammatico";" USA";" 42 Min";" Universal Television";" In Lavorazione";" Jennifer Carpenter, Morris Chestnut, Raza Jaffrey, Kelli Garner, Cassandra Freeman, Noah Mills";"                                            Scritta e prodotta da Ken Woodruff (Gotham), The Enemy Within è una serie thriller ambientata nel mondo del controspionaggio. Erica Wolfe (Jennifer Carpenter di Dexter) è un'ex agente della CIA esperta in crittoanalisi, nonché la donna più odiata d'America, rea di aver rivelato importanti informazioni a un agente dell'intelligence russa, tradendo il suo Paese. Quando una serie di attacchi terroristici minaccia la stabilità degli Stati Uniti, l'FBI decide di farla rilasciare dal carcere federale di massima sicurezza in cui si trova, per sfruttare le sue conoscenze e catturare i responsabili. L'esperto di controspionaggio dell'FBI, Will Keaton (Morris Chestnut di Rosewood), la cui compagna è stata uccisa proprio a causa delle attività illecite di Erica Wolfe, si trova costretto a mettere da parte il rancore e la rabbia per risolvere il prima possibile una situazione potenzialmente disastrosa."
"The Passage ";"3.82";"2019";" Fantasy";" USA";" 45 Min";" 20th Century Fox Television";" In Lavorazione";" Mark-Paul Gosselaar, Saniyya Sidney, Jamie McShane, Caroline Chikezie, Emmanuelle Chriqui, Brianne Howey, McKinley Belcher III, Henry Ian Cusick, Vincent Piazza";"                                            Tratta dall'omonima trilogia fanta-horror di Justin Cronin, The Passage è un drama firmato da Elizabeth Heldens e prodotto da Matt Reeves, Ridley Scott, David W. Zucker e Adam Kassan. Il governo americano chiude in un istituto super segreto alcuni detenuti per usarli come cavie di un esperimento incentrato su un virus proveniente dalla Bolivia, che potrebbe curare tutte le malattie del mondo oppure porre fine all'intera razza umana. Quando alcuni reclusi si trasformano in vampiri altamente pericolosi, Amy Belafonte (Saniyya Sidney), una piccola orfana di 10 anni soggetta al test, diviene l'unica possibile soluzione alla fine della civiltà. L'agente federale Brad Wolgast (Mark-Paul Gosselaar di NYPD) la prende sotto la sua ala protettiva, aiutandola nel disperato tentativo di salvare il mondo. Nel cast troviamo anche Brianne Howey (Scream Queens), Zach Appelman (Homeland) e Troy Rudeseal (The Bay)."
"The First ";"3.6";"2018";" Drammatico";" Gran Bretagna, USA";" 45 Min";" Westward Productions";" In Lavorazione";" Sean Penn, Natascha McElhone, Lisa Gay Hamilton, Hannah Ware, Keiko Agena, Rey Lucas, James Ransone, Anna Jacoby-Heron, Brian Lee Franklin";"                                            Una creazione di Beau Willimon, anche l'ideatore dell'acclamata House of Cards, The First segue la prima missione umana su Marte, esplorando le sfide dietro i primi passi verso la colonizzazione interplanetaria. La storia si concentra non solo sugli astronauti coinvolti, ma anche sulle loro famiglie e le altre persone cui questi vogliono bene, nonché sulla squadra che li coordina dalla Terra. Il vincitore dell'Oscar Sean Penn (Milk, Mystic River) interpreta Tom Hagerty, uno dei cinque astronauti che hanno scelto di mettere a rischio la propria vita per realizzare il destino di un'intera civiltà. Come se questo non fosse abbastanza pesante, Hagerty e i suoi compagni devono vedersela anche con i rispettivi drammi personali. Lui in particolare ha una figlia problematica (Anna Jacoby-Heron) che lo supplica di non andare, mentre il doloroso ricordo della defunta moglie continua a perseguitarlo. Con Penn, nella serie recitano tra gli altri Natascha McElhone (Designated Survivor, Californication), LisaGay Hamilton (The Practice), Oded Fehr (24: Legacy, Sleeper Cell) e Keiko Agena (Una mamma per amica)."
"Doom Patrol ";"3.25";"2019";" Fantascienza";" USA";" 60 Min";" Warner Bros. Television";" In Lavorazione";" April Bowlby, Dwain Murphy, Diane Guerrero, Brendan Fraser, Timothy Dalton, Joivan Wade, Alan Tudyk";"                                            Creata dalla DC per i fan della DC, Doom Patrol è l'adattamento televisivo dell'omonimo gruppo di supereroi creato negli Anni '60 dagli autori Arnold Drake e Bob Haney insieme con l'artista italiano Bruno Premiani. Adattata da Jeremy Carver (Supernatural), la serie segue uno dei più strani gruppi della DC - formato da Elasti-Girl (April Bowlby, Drop Dead Diva), Negative Man (Matt Bomer, White Collar), Crazy Jane (Diane Guerrero, Orange Is the New Black) e Robotman (la voce di Brendan Fraser) - unire le forze in una missione che lo condurrà negli angoli più misteriosi e inaspettati dell'Universo DC, guidato e protetto dal Dott. Niles Caulder (Timothy Dalton, Penny Dreadful), un brillante ma controverso pioniere delle scienze che non si fermerà davanti a nulla per aiutare coloro che crede siano nel bisogno, e chiamato all'azione da Cyborg (Jovian Wade), l'eroe definitivo dell'era digitale."
"Romolo + Giuly ";"3.35";"2018";" Commedia";" Italia";" 25 Min";" Wildside, Zerosix Productions";" In Lavorazione";" Alessandro D'Ambrosi, Beatrice Arnera, Massimo Ciavarro, Michela Andreozzi, Federico Pacifici, Lidia Vitale, Fortunato Cerlino, Nunzia Schiano, Francesco Pannofino";"                                            Scritta da Alessandro D'Ambrosi, Giulio Carrieri, Michele Bertini Malgarini e diretta da quest'ultimo, la serie targata Fox Romolo + Giuly: La guerra mondiale italiana ripropone la storia di Romeo e Giulietta sotto la luce della commedia nostrana. La travagliata storia d'amore shakespeariana questa volta si svolge a Roma, dove vivono in conflitto le potenti famiglie dei Montacchi e dei Copulati. La contesa tra le due casate nasce dalla faida tra l'opulenta e \"fighetta\" Roma Nord e la più verace e \"coatta\" Roma Sud. Il caso vuole che gli eredi delle due famiglie, rispettivamente Romolo (Alessandro D’Ambrosi) e Giuly (Beatrice Arnera) nella versione romana, si innamorino perdutamente l'uno dell'altra. L'amore tra i due giovani, però, non è l'unico problema che scuote la Capitale. Infatti, sorge anche una disputa politica, quando Napoli e Milano, unite dall'odio contro Roma, si coalizzano per sfidarla. Nel cast troviamo anche Fortunato Cerlino, Massimo Ciavarro, Francesco Pannofino, ma sono molti anche i cammei, di personaggi illustri, come Paolo Bonolis e Giorgio Panariello, a quelli degli YouTuber romani Le Coliche, Actual e Martina dell'Ombra."
"Rel ";"2.75";"2018";" Commedia";" USA";" 22 Min";" 20th Century Fox Television";" In Lavorazione";" Lil Rel Howery, Sinbad, Jessica 'Jess Hilarious' Moore, Jordan L. Jones";"                                            Co-ideata, scritta e interpreta dall'attore e comico Lil Rel Howery, la sitcom Rel segue quest'ultimo nei panni di una versione sopra le righe di se stesso, un uomo sprezzante e di successo che vive secondo il codice \"credi sempre in te stesso e grandi cose accadranno\". Tuttavia, tutte le sue convinzioni sono messe alla prova quando scopre che sua moglie ha una relazione con il suo barbiere. Dopo il divorzio, Rel cerca di rifarsi una vita nel West Side di Chicago come padre single a distanza, andando in cerca dell'amore, del rispetto e... di un nuovo barbiere. Ad accompagnarlo e sostenerlo lungo la strada sono la sua migliore amica Brittany (Jessica 'Jess Hilarious' Moore), il fratello recentemente uscito di prigione Nat (Jordan L. Jones) e il suo orgoglioso papà rimasto da poco vedovo (il noto comico Sinbad)."
"Manifest ";"4.11";"2018";" Fantascienza";" USA";" 43 Min";" Warner Bros. Television";" In Lavorazione";" Melissa Roxburgh, Josh Dallas, Athena Karkanis, J.R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur";"                                            In Manifest, il creatore di The Mysteries of Laura Jeff Rake racconta il mistero del Volo 828 della Montego Air, scomparso dai radar nel 2013 e, dopo essere stato dichiarato non rintracciabile e dato per disperso in mare, riapparso alcuni anni dopo. Dopo aver pianto la perdita dei loro familiari, amici e colleghi, chi ha dovuto imparare ad andare avanti non solo scopre che i 191 passeggeri e i membri dell'equipaggio sono vivi, ma anche che il tempo per questi ultimi non è trascorso. Mentre cercano di riappropriarsi della propria vita, alcuni di loro cominciano a sperimentare strani fenomeni, capendo ben presto che potrebbero essere coinvolti in qualcosa più grande di quanto abbiano mai creduto possibile. Il cast include Josh Dallas (C'era una volta) nei panni di Ben, un analista dei Servizi Segreti in lotta con una rara forma di cancro e una misteriosa voce ora nella sua testa; Melissa Roxburgh (Valor) di Michaela, spaventata dal senso di colpa per un tragico incidente; Athena Karkanis (Zoo) di Grace, la moglie di Ben pronta ad abbracciare la ritrovata normalità familiare; e J.R. Ramirez (Jessica Jones, Power) del detective Williams, lacerato dal ritorno improvviso del suo primo amore."
"Single Parents ";"4.08";"2018";" Commedia";" USA";" 21 Min";" ABC Studios, 20th Century Fox Television";" In Lavorazione";" Taran Killam, Leighton Meester, Brad Garrett, Kimrie Lewis, Jake Choi, Marlow Barkley, Tyler Wladis, Devin Trey Campbell, Mia Allan";"                                            La sitcom corale Single Parents racconta la storia di Will Cooper (Taran Killam, How I Met Your Mother, Saturday Night Live), un trentenne in crisi che, dopo la nascita della figlia, ha messo da parte la sua vita personale. Quando altri suoi amici single e genitori vedono quanto a fondo sia caduto nel baratro delle responsabilità paterne, decidono di dare vita a un gruppo di sostegno per fargli capire una volta per tutte che essere un buon genitore non significa sacrificare del tutto la propria identità. Nel cast troviamo anche Leighton Meester (Gossip Girl) e Brad Garrett  (Tutti amano Raymond)."
"Murphy Brown ";"2.75";"2018";" Commedia";" USA";" 30 Min";" Warner Bros. Television";" In Lavorazione";" Candice Bergen, Faith Ford, Joe Regalbuto, Grant Shaud, Jake McDorman, Nik Dodani, Tyne Daly, Adan Rocha";"                                            Candice Bergen torna a interpretare Murphy Brown nel revival dell'omonima serie premiata con 18 Emmy. Dopo aver lasciato in massa la redazione di FYI per protestare contro la perdita di qualità delle notizie, Murphy Brown e i suoi colleghi decidono di tornare in tv con un nuovo programma, chiamato \"Murphy In the Morning\", con lo scopo di raccontare ciò che accade nel mondo basandosi su fatti e informazioni verificate. Purtroppo, il suo rivale sul piccolo schermo è suo figlio (interpretato da Jake McDorman), in onda su un altro canale con un programma del mattino molto diverso dal suo. Chi dei due vincerà il favore del pubblico? Nel cast, tornano nei rispettivi ruoli anche Faith Ford, Joe Regalbuto e Grant Shaud, mentre si aggiunge da new entry Nik Dodani."
"The Cool Kids ";"3.17";"2018";" Commedia";" USA";" 22 Min";" 20th Century Fox Television";" In Lavorazione";" David Alan Grier, Martin Mull, Vicki Lawrence, Leslie Jordan";"                                            Leslie Jordan (Ally Mcbeal, Star Trek: Voyager), Martin Mull (Due Uomini e Mezzo), David Alan Grier (The Big Sick, Una serie di sfortunati eventi) e Vicki Lawrence (Laverne & Shirley) sono i protagonisti di The Cool Kids, la nuova sitcom targata FOX e creata dal padre di C'è sempre il sole a Philadelphia, Charlie Day. Dopo la morte dell'amico Jerry, Hank, Sid e Charlie, tre anziani che risiedono nella comunità di riposo Shady Meadows, cercano di trovare un modo per continuare a vivere senza arrendersi agli acciacchi della propria veneranda età. Ad aiutarli, che lo vogliano oppure no, arriva Margaret, un'attempata, ribelle festaiola che, con la loro complicità, escogita ogni giorno nuovi modi per divertirsi - dal furto di una macchina fino all'organizzazione di un party in stile Burning Man. Chi ha detto che invecchiare debba per forza voler dire crescere e diventare noiosi?"
"The Neighborhood ";"3.88";"2018";" Commedia";" USA";" 21 Min";" CBS Television Studios";" In Lavorazione";" Max Greenfield, Beth Behrs, Cedric The Entertainer, Tichina Arnold, Sheaun McKinney, Marcel Spears, Hank Greenspan";"                                            In The Neighborhood, la star di New Girl Max Greenfield veste i panni di Dave Johnson, l'uomo più amichevole di tutto il Midwest, il quale decide di trasferirsi con la sua famiglia da un piccolo villaggio nel Michigan in uno dei quartieri più \"black\" di Los Angeles. Qui scopre che le sue maniere gentili e ospitali non sono sempre apprezzate e deve trovare dei modi alternativi per stringere un legame con i suoi nuovi vicini, inizialmente poco propensi ad accogliere tra loro una famiglia di bianchi. Una serie scritta e prodotta dall'autore di The Big Bang Theory Jim Reynolds, The Neighborhood analizza con ironia tutte le sfumature del razzismo e dei luoghi comuni. A completare il cast principale, Cedric The Entertainer, Beth Behrs (2 Broke Girls) e Tichina Arnold (Martin)."
"Happy Together ";"3.88";"2018";" Commedia";" USA";" 21 Min";" CBS Television Studios";" In Lavorazione";" Damon Wayans Jr., Amber Stevens West, Felix Mallard, Stephnie Weir, Victor Williams, Chris Parnell";"                                            Harry Styles degli One Direction produce insieme con l'amico Ben Winston la nuova serie di CBS Happy Together, ispirata a una loro passata esperienza da coinquilini a Londra. La sitcom vede protagonisti il commercialista Jake (Damon Wayans Jr.) e sua moglie Claire (Amber Stevens West), una designer di ristoranti, che trascorrono una tranquilla vita di coppia in un quartiere silenzioso e lontano dal caos della città, guardando ogni sera la televisione e andando sempre a letto presto. La loro routine è però sconvolta dall'arrivo in casa di un cliente di Jake: la popstar Cooper James (Felix Mallard), in cerca di rifugio dai paparazzi dopo una rottura mediatica con un'altra famosa cantante. In questa convivenza improvvisata, Jake e Claire riscoprono il loro animo più mondano e festaiolo, mentre Cooper trova piacere nelle abitudini ordinarie della coppia, scoprendo quanto un tocco di semplicità possa rendere straordinaria la vita di tutti. Nel cast troviamo anche Stephnie Weir (Grace and Frankie), Victor Williams (The Affair) e Chris Parnell (Archer)."
"I Feel Bad ";"3.25";"2018";" Commedia";" USA";" 22 Min";" Universal Television";" In Lavorazione";" Sarayu Blue, Paul Adelstein, James Buckley, Zach Cherry, Brian George, Madhur Jaffrey, Johnny Pemberton";"                                            Prodotta da Amy Poehler insieme con l'autore Aseem Batra, I Feel Bad è una comedy con Sarayu Blue (No Tomorrow) nei panni di Emet, una donna che lotta ogni giorno con una costante sensazione di disagio, mentre cerca di stabilire un equilibrio precario tra i suoi ruoli di madre, capo, moglie, amica e figlia. Nonostante ami suo marito, le capita spesso di sognare altri uomini. Quando i suoi figli si comportano male in pubblico, preferisce far finta di non conoscerli piuttosto che affrontare la situazione. Durante le riunioni di lavoro, chiede consiglio ai suoi giovani dipendenti su come comportarsi diversamente da sua madre, a cui suo malgrado somiglia ogni giorno di più. Insomma, è una donna imperfetta, ma ne è perfettamente cosciente! Nel cast troviamo anche Paul Adelstein (Private Practice), Madhur Jaffrey e Johnny Pemberton."
"All American ";"4.14";"2018";" Drammatico";" USA";" 43 Min";" Berlanti Productions, Warner Bros.";" In Lavorazione";" Daniel Ezra, Taye Diggs, Samantha Logan, Bre-Z, Greta Onieogou, Monét Mazur, Michael Evans Behling, Cody Christian, Karimah Westbrook";"                                            All American è un drama sportivo prodotto da Greg Berlanti (Arrow, The Flash, Supergirl, Riverdale) e ispirato dalla vita del giocatore professionista Spencer Paysinger. Mettendo a confronto due famiglie molto diverse, una del Sud di Los Angeles e l'altra di Beverly Hills, All American racconta la storia di un giocatore di football liceale, interpretato da Daniel Ezra (The Missing), che dalla disagiata e violenta scuola di Crenshaw viene reclutato per giocare alla Beverly Hills High. Qui deve capire come convivere e socializzare con ragazzi cresciuti nella ricchezza, senza perdere di vista la sua identità e le sue origini, e incanalando la sua rabbia nel gioco invece che nella vita di tutti i giorni. Nel cast troviamo anche Taye Diggs (Private Practice), Cody Christian (Teen Wolf, Pretty Little Liars) e Samantha Logan (Tredici)."
"Legacies ";"4.07";"2018";" Fantasy";" USA";" 42 Min";" CBS Television Studios, Warner Bros. Television";" In Lavorazione";" Danielle Rose Russell, Matthew Davis, Kaylee Bryant, Jenny Boyd, Aria Shahghasemi, Quincy Fouse, Peyton Alex Smith";"                                            Spin-off di The Originals, Legacies riprende a raccontare le storie degli studenti della Salvatore School for the Young and Gifted, con un salto temporale di due anni dalla serie precedente. La protagonista è Hope Mikaelson (Danielle Rose Russell), figlia 17enne del vampiro Klaus e della licantropa Hayley Marshall, conosciuta come il Tribrido, perché in lei si racchiudono i poteri di tre specie soprannaturali: è per metà licantropo, per un quarto vampira e per un quarto strega. Nata da ciò che gli umani percepiscono come malefico, Hope tenta ogni giorno di soffocare i suoi terribili impulsi per diventare una persona buona. Tra primi amori e dolori, segreti, tradimenti, amicizie e lezioni di vita, Hope crescerà accanto a tante altre giovani streghe, vampiri e licantropi come lei, in lotta ogni giorno contro i propri demoni per affrontare i mostri che li circondano. Riusciranno a diventare degli eroi o si faranno influenzare dal male che li ha creati? Nel cast, tornano nei rispettivi ruoli Matthew Davis (The Originals, The Vampire Diaries) e Aria Shahghasemi (The Originals), accanto alle new entries Kaylee Bryant (Santa Clarita Diet), Jenny Boyd e Quincy Fouse."
"The Conners ";"3.67";"2018";" Commedia";" USA";" 22 Min";" Carsey-Werner Company";" In Lavorazione";" John Goodman, Laurie Metcalf, Sara Gilbert, Lecy Goranson, Michael Fishman, Emma Kenney, Ames McNamara, Jayden Rey, Maya Lynne Robinson";"                                            John Goodman torna a vestire i panni di Dan Conner nello spin-off di Pappa e ciccia, The Conners. La serie riprende a raccontare le vicende dell'amata famiglia televisiva americana, come sempre alle prese con numerose disavventure, problemi finanziari, errori ed eventi inattesi, tra cui l'addio di Annarosa (in passato interpretata da Roseanne Barr, poi licenziata da ABC a seguito di un tweet razzista), che muore per overdose da oppiacei dopo aver rifiutato di operarsi al ginocchio. Mentre Dan lotta contro la depressione per la perdita della moglie, Darlene (Sara Gilbert) cerca una soluzione al \"quadrato amoroso\" in cui si è ritrovata insieme con l'ex marito David (Johnny Galecki di The Big Bang Theory), l'attuale fidanzata di quest'ultimo, Blue (Juliette Lewis di Secrets and Lies) e l'affascinante nuovo arrivato Neil (Justin Long di New Girl). Jackie (Laurie Metcalf), invece, si invaghisce di un uomo che forse potrebbe rivelarsi finalmente quello giusto per lei. Nel cast troviamo anche Michael Fishman, Emma Kenney e Lecy Goranson."
